amiiboSeries,character,gameSeries,head,image,name,release,tail,type
Splatoon,Pearl,Splatoon,8030000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08030000-03760402.png,Pearl,"{'au': '2018-07-13', 'eu': '2018-07-13', 'jp': '2018-07-13', 'na': '2018-07-13'}",3760402,Figure
Splatoon,Marina,Splatoon,8040000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08040000-03770402.png,Marina,"{'au': '2018-07-13', 'eu': '2018-07-13', 'jp': '2018-07-13', 'na': '2018-07-13'}",3770402,Figure
Splatoon,Octoling,Splatoon,8050100,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08050100-038e0402.png,Octoling Girl,"{'au': '2018-11-11', 'eu': '2018-11-09', 'jp': '2018-11-09', 'na': '2018-11-09'}",038e0402,Figure
Splatoon,Octoling,Splatoon,8050200,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08050200-038f0402.png,Octoling Boy,"{'au': '2018-11-11', 'eu': '2018-11-09', 'jp': '2018-11-09', 'na': '2018-11-09'}",038f0402,Figure
Splatoon,Octoling,Splatoon,8050300,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_08050300-03900402.png,Octoling Octopus,"{'au': '2018-11-11', 'eu': '2018-11-09', 'jp': '2018-11-09', 'na': '2018-11-09'}",3900402,Figure
Mario Sports Superstars,Mario,Mario Sports Superstars,09c00101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c00101-02690e02.png,Mario - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",269000,Card
Mario Sports Superstars,Mario,Mario Sports Superstars,09c00201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c00201-026a0e02.png,Mario - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",026a0e02,Card
Mario Sports Superstars,Mario,Mario Sports Superstars,09c00301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c00301-026b0e02.png,Mario - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",026b0e02,Card
Mario Sports Superstars,Mario,Mario Sports Superstars,09c00401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c00401-026c0e02.png,Mario - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",026c0e02,Card
Mario Sports Superstars,Mario,Mario Sports Superstars,09c00501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c00501-026d0e02.png,Mario - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",026d0e02,Card
Mario Sports Superstars,Luigi,Mario Sports Superstars,09c10101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c10101-026e0e02.png,Luigi - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",026e0e02,Card
Mario Sports Superstars,Luigi,Mario Sports Superstars,09c10201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c10201-026f0e02.png,Luigi - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",026f0e02,Card
Mario Sports Superstars,Luigi,Mario Sports Superstars,09c10301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c10301-02700e02.png,Luigi - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",270000,Card
Mario Sports Superstars,Luigi,Mario Sports Superstars,09c10401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c10401-02710e02.png,Luigi - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",271000,Card
Mario Sports Superstars,Luigi,Mario Sports Superstars,09c10501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c10501-02720e02.png,Luigi - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",272000,Card
Mario Sports Superstars,Peach,Mario Sports Superstars,09c20101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c20101-02730e02.png,Peach - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",273000,Card
Mario Sports Superstars,Peach,Mario Sports Superstars,09c20201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c20201-02740e02.png,Peach - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",274000,Card
Mario Sports Superstars,Peach,Mario Sports Superstars,09c20301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c20301-02750e02.png,Peach - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",275000,Card
Mario Sports Superstars,Peach,Mario Sports Superstars,09c20401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c20401-02760e02.png,Peach - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",276000,Card
Mario Sports Superstars,Peach,Mario Sports Superstars,09c20501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c20501-02770e02.png,Peach - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",277000,Card
Mario Sports Superstars,Daisy,Mario Sports Superstars,09c30101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c30101-02780e02.png,Daisy - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",278000,Card
Mario Sports Superstars,Daisy,Mario Sports Superstars,09c30201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c30201-02790e02.png,Daisy - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",279000,Card
Mario Sports Superstars,Daisy,Mario Sports Superstars,09c30301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c30301-027a0e02.png,Daisy - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",027a0e02,Card
Mario Sports Superstars,Daisy,Mario Sports Superstars,09c30401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c30401-027b0e02.png,Daisy - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",027b0e02,Card
Mario Sports Superstars,Daisy,Mario Sports Superstars,09c30501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c30501-027c0e02.png,Daisy - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",027c0e02,Card
Mario Sports Superstars,Yoshi,Mario Sports Superstars,09c40101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c40101-027d0e02.png,Yoshi - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",027d0e02,Card
Mario Sports Superstars,Yoshi,Mario Sports Superstars,09c40201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c40201-027e0e02.png,Yoshi - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",027e0e02,Card
Mario Sports Superstars,Yoshi,Mario Sports Superstars,09c40301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c40301-027f0e02.png,Yoshi - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",027f0e02,Card
Mario Sports Superstars,Yoshi,Mario Sports Superstars,09c40401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c40401-02800e02.png,Yoshi - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",280000,Card
Mario Sports Superstars,Yoshi,Mario Sports Superstars,09c40501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c40501-02810e02.png,Yoshi - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",281000,Card
Mario Sports Superstars,Wario,Mario Sports Superstars,09c50101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c50101-02820e02.png,Wario - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",282000,Card
Mario Sports Superstars,Wario,Mario Sports Superstars,09c50201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c50201-02830e02.png,Wario - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",283000,Card
Mario Sports Superstars,Wario,Mario Sports Superstars,09c50301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c50301-02840e02.png,Wario - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",284000,Card
Mario Sports Superstars,Wario,Mario Sports Superstars,09c50401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c50401-02850e02.png,Wario - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",285000,Card
Mario Sports Superstars,Wario,Mario Sports Superstars,09c50501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c50501-02860e02.png,Wario - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",286000,Card
Mario Sports Superstars,Waluigi,Mario Sports Superstars,09c60101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c60101-02870e02.png,Waluigi - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",287000,Card
Mario Sports Superstars,Waluigi,Mario Sports Superstars,09c60201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c60201-02880e02.png,Waluigi - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",288000,Card
Mario Sports Superstars,Waluigi,Mario Sports Superstars,09c60301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c60301-02890e02.png,Waluigi - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",289000,Card
Mario Sports Superstars,Waluigi,Mario Sports Superstars,09c60401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c60401-028a0e02.png,Waluigi - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",028a0e02,Card
Mario Sports Superstars,Waluigi,Mario Sports Superstars,09c60501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c60501-028b0e02.png,Waluigi - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",028b0e02,Card
Mario Sports Superstars,Donkey Kong,Mario Sports Superstars,09c70101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c70101-028c0e02.png,Donkey Kong - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",028c0e02,Card
Mario Sports Superstars,Donkey Kong,Mario Sports Superstars,09c70201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c70201-028d0e02.png,Donkey Kong - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",028d0e02,Card
Mario Sports Superstars,Donkey Kong,Mario Sports Superstars,09c70301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c70301-028e0e02.png,Donkey Kong - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",028e0e02,Card
Mario Sports Superstars,Donkey Kong,Mario Sports Superstars,09c70401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c70401-028f0e02.png,Donkey Kong - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",028f0e02,Card
Mario Sports Superstars,Donkey Kong,Mario Sports Superstars,09c70501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c70501-02900e02.png,Donkey Kong - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",290000,Card
Mario Sports Superstars,Diddy Kong,Mario Sports Superstars,09c80101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c80101-02910e02.png,Diddy Kong - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",291000,Card
Mario Sports Superstars,Diddy Kong,Mario Sports Superstars,09c80201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c80201-02920e02.png,Diddy Kong - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",292000,Card
Mario Sports Superstars,Diddy Kong,Mario Sports Superstars,09c80301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c80301-02930e02.png,Diddy Kong - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",293000,Card
Mario Sports Superstars,Diddy Kong,Mario Sports Superstars,09c80401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c80401-02940e02.png,Diddy Kong - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",294000,Card
Mario Sports Superstars,Diddy Kong,Mario Sports Superstars,09c80501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c80501-02950e02.png,Diddy Kong - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",295000,Card
Mario Sports Superstars,Bowser,Mario Sports Superstars,09c90101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c90101-02960e02.png,Bowser - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",296000,Card
Mario Sports Superstars,Bowser,Mario Sports Superstars,09c90201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c90201-02970e02.png,Bowser - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",297000,Card
Mario Sports Superstars,Bowser,Mario Sports Superstars,09c90301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c90301-02980e02.png,Bowser - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",298000,Card
Mario Sports Superstars,Bowser,Mario Sports Superstars,09c90401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c90401-02990e02.png,Bowser - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",299000,Card
Mario Sports Superstars,Bowser,Mario Sports Superstars,09c90501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09c90501-029a0e02.png,Bowser - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",029a0e02,Card
Mario Sports Superstars,Bowser Jr.,Mario Sports Superstars,09ca0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ca0101-029b0e02.png,Bowser Jr. - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",029b0e02,Card
Mario Sports Superstars,Bowser Jr.,Mario Sports Superstars,09ca0201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ca0201-029c0e02.png,Bowser Jr. - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",029c0e02,Card
Mario Sports Superstars,Bowser Jr.,Mario Sports Superstars,09ca0301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ca0301-029d0e02.png,Bowser Jr. - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",029d0e02,Card
Mario Sports Superstars,Bowser Jr.,Mario Sports Superstars,09ca0401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ca0401-029e0e02.png,Bowser Jr. - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",029e0e02,Card
Mario Sports Superstars,Bowser Jr.,Mario Sports Superstars,09ca0501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ca0501-029f0e02.png,Bowser Jr. - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",029f0e02,Card
Mario Sports Superstars,Boo,Mario Sports Superstars,09cb0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cb0101-02a00e02.png,Boo - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a00e02,Card
Mario Sports Superstars,Boo,Mario Sports Superstars,09cb0201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cb0201-02a10e02.png,Boo - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a10e02,Card
Mario Sports Superstars,Boo,Mario Sports Superstars,09cb0301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cb0301-02a20e02.png,Boo - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a20e02,Card
Mario Sports Superstars,Boo,Mario Sports Superstars,09cb0401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cb0401-02a30e02.png,Boo - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a30e02,Card
Mario Sports Superstars,Boo,Mario Sports Superstars,09cb0501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cb0501-02a40e02.png,Boo - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a40e02,Card
Mario Sports Superstars,Baby Mario,Mario Sports Superstars,09cc0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cc0101-02a50e02.png,Baby Mario - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a50e02,Card
Mario Sports Superstars,Baby Mario,Mario Sports Superstars,09cc0201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cc0201-02a60e02.png,Baby Mario - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a60e02,Card
Mario Sports Superstars,Baby Mario,Mario Sports Superstars,09cc0301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cc0301-02a70e02.png,Baby Mario - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a70e02,Card
Mario Sports Superstars,Baby Mario,Mario Sports Superstars,09cc0401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cc0401-02a80e02.png,Baby Mario - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a80e02,Card
Mario Sports Superstars,Baby Mario,Mario Sports Superstars,09cc0501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cc0501-02a90e02.png,Baby Mario - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02a90e02,Card
Mario Sports Superstars,Baby Luigi,Mario Sports Superstars,09cd0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cd0101-02aa0e02.png,Baby Luigi - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02aa0e02,Card
Mario Sports Superstars,Baby Luigi,Mario Sports Superstars,09cd0201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cd0201-02ab0e02.png,Baby Luigi - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02ab0e02,Card
Mario Sports Superstars,Baby Luigi,Mario Sports Superstars,09cd0301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cd0301-02ac0e02.png,Baby Luigi - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02ac0e02,Card
Mario Sports Superstars,Baby Luigi,Mario Sports Superstars,09cd0401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cd0401-02ad0e02.png,Baby Luigi - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02ad0e02,Card
Mario Sports Superstars,Baby Luigi,Mario Sports Superstars,09cd0501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cd0501-02ae0e02.png,Baby Luigi - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02ae0e02,Card
Mario Sports Superstars,Birdo,Mario Sports Superstars,09ce0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ce0101-02af0e02.png,Birdo - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02af0e02,Card
Mario Sports Superstars,Birdo,Mario Sports Superstars,09ce0201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ce0201-02b00e02.png,Birdo - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b00e02,Card
Mario Sports Superstars,Birdo,Mario Sports Superstars,09ce0301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ce0301-02b10e02.png,Birdo - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b10e02,Card
Mario Sports Superstars,Birdo,Mario Sports Superstars,09ce0401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ce0401-02b20e02.png,Birdo - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b20e02,Card
Mario Sports Superstars,Birdo,Mario Sports Superstars,09ce0501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09ce0501-02b30e02.png,Birdo - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b30e02,Card
Mario Sports Superstars,Rosalina,Mario Sports Superstars,09cf0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cf0101-02b40e02.png,Rosalina - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b40e02,Card
Mario Sports Superstars,Rosalina,Mario Sports Superstars,09cf0201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cf0201-02b50e02.png,Rosalina - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b50e02,Card
Mario Sports Superstars,Rosalina,Mario Sports Superstars,09cf0301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cf0301-02b60e02.png,Rosalina - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b60e02,Card
Mario Sports Superstars,Rosalina,Mario Sports Superstars,09cf0401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cf0401-02b70e02.png,Rosalina - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b70e02,Card
Mario Sports Superstars,Rosalina,Mario Sports Superstars,09cf0501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09cf0501-02b80e02.png,Rosalina - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b80e02,Card
Mario Sports Superstars,Metal Mario,Mario Sports Superstars,09d00101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d00101-02b90e02.png,Metal Mario - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02b90e02,Card
Mario Sports Superstars,Metal Mario,Mario Sports Superstars,09d00201,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d00201-02ba0e02.png,Metal Mario - Baseball,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02ba0e02,Card
Mario Sports Superstars,Metal Mario,Mario Sports Superstars,09d00301,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d00301-02bb0e02.png,Metal Mario - Tennis,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02bb0e02,Card
Mario Sports Superstars,Metal Mario,Mario Sports Superstars,09d00401,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d00401-02bc0e02.png,Metal Mario - Golf,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02bc0e02,Card
Mario Sports Superstars,Metal Mario,Mario Sports Superstars,09d00501,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d00501-02bd0e02.png,Metal Mario - Horse Racing,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02bd0e02,Card
Mario Sports Superstars,Pink Gold Peach,Mario Sports Superstars,09d10101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_09d10101-02be0e02.png,Pink Gold Peach - Soccer,"{'au': '2017-03-11', 'eu': '2017-03-10', 'jp': '2017-03-30', 'na': '2017-03-24'}",02be0e02,Card
